uid,start_day,location_x,location_y,num_reviews,r1_cnt,r2_cnt,r3_cnt,r4_cnt,r5_cnt
87,843,0.06804461978477394,7.14689136280716,39,12,16,10,1,0
88,148,0.3552318803742327,4.497295963759263,239,25,68,77,58,11
89,689,1.0379834863097992,13.042503017992775,88,7,18,19,25,19
90,622,6.660060712390851,3.3514950674936888,90,12,35,29,11,3
91,432,8.843928742045597,2.32202656425034,185,171,11,3,0,0
92,825,1.8934337973247195,10.842269851315093,47,0,0,1,3,43
93,441,1.2985910863742267,9.031181142023714,154,70,12,7,4,61
94,493,3.3025329335162947,13.96460401601058,147,30,26,29,31,31
95,756,8.691189842102759,7.609320538131149,67,44,3,1,2,17
96,571,0.3429344481622354,8.029469498865534,127,36,24,26,20,21
97,379,4.084328294962118,11.677369304158663,188,46,4,3,16,119
98,113,2.105614076626617,13.051987489206258,242,5,34,76,75,52
99,683,7.600025371073226,10.790460051197154,113,56,10,1,5,41
100,243,4.8654059432520285,0.9987316031327503,217,33,39,49,44,52
101,608,3.9250571510936414,5.365668025449201,124,69,5,1,2,47
102,789,0.9803357270883739,12.28706514878291,76,50,5,1,2,18
103,654,0.7974434006895981,3.6323619402419904,95,38,32,20,4,1
104,150,6.257461006860697,4.383301745759959,280,49,56,66,67,42
105,397,8.587775736797193,11.447323731189494,157,6,18,56,39,38
106,221,6.281663283063299,8.416406365997256,228,9,45,90,55,29
107,269,6.366749867921145,2.8347545218713535,199,45,34,41,43,36
108,728,1.2235932780938996,4.641754596006225,83,15,14,21,17,16
109,192,4.285169050015044,8.611864082983299,281,38,59,64,69,51
110,263,3.5234052110441016,2.4838292998842753,231,38,47,49,56,41
111,325,8.226335458793839,6.506033600606848,210,25,33,51,61,40
112,705,0.7795251816685467,2.9795244851755323,66,0,1,2,5,58
113,322,5.4159130812185685,14.938244140805763,213,8,29,45,76,55
114,141,8.730642110035625,10.96626213638,249,63,62,53,43,28
115,814,3.7317743516567283,12.420846517460724,55,12,10,9,15,9
116,410,6.705507382902974,8.00337330831315,187,154,13,5,1,14
117,146,6.920149154407076,13.361487511976573,244,24,43,61,64,52
118,78,9.365602899062043,10.922833644029792,271,97,6,8,10,150
119,608,7.6949208565295555,13.946520596988588,123,23,20,27,27,26
120,271,1.41052555459255,1.3650509353711104,207,94,8,2,10,93
121,607,8.119814662171876,8.70510865345068,119,23,28,35,16,17
122,176,7.956747171924393,12.607275296764893,235,37,57,55,47,39
123,771,6.243391694986855,10.62689891697099,75,14,15,15,20,11
124,112,7.738401934930596,14.428469140472826,274,56,48,61,55,54
125,863,0.12348586033253062,13.450891521473947,46,31,1,2,2,10
126,488,1.0049305964312116,5.189812828476723,135,26,27,23,25,34
127,406,0.8997311019992804,7.351803762743393,173,2,13,35,66,57
128,297,6.980280460541614,0.8278629091258444,203,1,13,63,68,58
129,696,2.3657598570842895,9.132479933432183,92,29,5,1,4,53
130,757,3.843587384724736,1.8302071535354436,57,7,0,1,3,46
131,322,8.558455816698427,3.3938290983764214,198,8,19,50,63,58
132,318,8.708382159479626,3.8127844092961856,183,165,14,4,0,0
133,454,0.9529398929654809,3.088246280546183,160,63,14,4,4,75
134,269,4.7528383814031425,5.168248321624254,250,25,5,7,17,196
135,243,8.238380612039082,5.833338105136802,235,71,85,47,28,4
136,284,1.4064896907518443,4.264731060154568,224,83,5,9,10,117
137,214,0.39092029010602714,9.198138585535588,252,43,74,80,42,13
138,754,1.8251255174343362,13.003127507888635,71,16,8,18,15,14
139,853,2.706518428030856,9.43164675916184,38,33,4,1,0,0
140,805,2.0208073630873735,8.874210389755786,55,49,6,0,0,0
141,616,6.184577474281243,9.112479020688223,106,0,0,0,12,94
142,113,8.117826457719113,9.361830848036286,274,53,48,55,59,59
143,520,3.515497830811217,3.296330050870967,148,38,59,34,13,4
144,232,7.599544417656925,5.972516734706289,228,48,35,44,48,53
145,192,6.101213326666645,10.1688076859417,265,23,47,60,83,52
146,596,6.8957304720912855,4.623031614103782,124,82,4,2,1,35
147,596,2.2547206033182854,4.816516021149051,112,3,12,27,38,32
148,848,2.218725301689566,9.736445446133486,40,3,14,13,6,4
149,569,2.755584219292877,9.344868894180218,134,5,7,32,47,43
150,670,6.07033987121501,8.747414281422603,107,13,26,20,23,25
151,430,2.9326434710711324,3.040012974822152,175,37,28,42,39,29
152,286,4.145851048903101,11.567439941296719,207,57,5,2,10,133
153,252,0.5710345522323845,5.32527939840078,232,56,79,73,21,3
154,454,3.4335184336610336,13.889022494247463,165,16,19,41,57,32
155,656,1.4907709058890262,11.721686623103432,103,78,7,4,0,14
156,369,6.045045747203065,2.3475927805787093,184,29,48,67,32,8
157,735,2.802836877952095,13.293556310691853,80,47,6,2,2,23
158,168,4.492360786652281,8.045324967255276,262,15,2,8,22,215
159,275,7.686906578890564,9.22732169988849,228,51,43,45,55,34
160,120,8.753001389972345,0.8806960615936366,237,11,58,88,67,13
161,508,8.914058188613001,11.291351356027953,160,24,38,45,30,23
162,438,9.119435926042133,2.978677234572808,168,150,14,3,0,1
163,287,4.281335061624737,6.4219674506392606,227,133,16,4,9,65
164,219,4.944546283462431,4.420318287867396,227,84,7,4,7,125
165,72,8.357178975191257,3.521687155169051,283,21,74,97,75,16
166,461,5.2865135771816085,7.062095106150681,149,131,12,6,0,0
167,88,0.7230807485399904,0.35748152558710444,269,239,21,9,0,0
168,452,1.8841517533611596,10.400883961941636,156,0,0,5,16,135
169,528,6.707273586839623,6.797281256119528,170,29,53,42,29,17
170,787,9.485885594379171,0.1979793686639003,76,0,5,24,22,25
171,71,3.0797273220435493,12.552758913526832,283,64,55,47,57,60
172,298,0.8630955461951229,6.878963265524554,210,87,11,4,5,103
173,785,8.093588039886267,12.308410332978442,58,2,8,24,18,6
174,611,5.391465860615757,2.3330789464955854,112,25,3,5,11,68
175,13,6.307072353099933,11.2617055095461,302,21,42,70,88,81
176,117,4.4351371242885085,5.400617405506854,256,20,50,98,66,22
177,368,4.945914535696354,3.050771861388568,188,40,38,48,29,33
178,134,8.599829546117416,14.90571122215425,262,48,79,79,42,14
179,560,8.529789701849348,7.7464388504303265,117,57,3,4,7,46
180,620,4.376074097804487,2.788156822164367,105,27,37,33,8,0
181,10,3.2582686613282617,9.399840378935385,286,78,110,65,23,10
182,508,4.36104691650963,2.8654444078548935,170,5,19,35,58,53
183,32,6.849928929258845,14.12751730900033,280,72,89,61,51,7
184,186,3.104146361769029,3.8970849793373925,229,48,40,53,49,39
185,591,2.9172538228524427,3.2039318127614913,128,33,51,32,11,1
186,334,6.79442036196979,8.935276716178857,204,24,52,73,42,13
187,505,5.341204636073105,0.6109866180930668,144,7,29,46,42,20
188,633,2.0904796823354643,3.092214316194873,119,29,20,22,23,25
189,459,8.727963796982403,2.2016532439328076,167,64,7,6,7,83
190,885,7.9147539948854275,5.998480001336771,29,6,3,10,3,7
191,521,5.063371956838067,12.91157140865764,150,32,26,27,34,31
192,721,2.2280024565490617,10.771170237208135,80,62,4,4,1,9
193,311,1.773278830758479,14.921178496973258,213,73,8,5,10,117
194,767,5.812507643037462,7.874351271146164,65,2,10,25,25,3
195,82,4.3338544998505615,6.505267501198117,256,80,4,6,9,157
196,743,8.791304503023586,12.897646385500957,78,18,25,21,11,3
197,258,4.650842531313025,2.5691320350227502,232,16,52,91,58,15
198,248,6.75042933403467,9.735165482670833,235,0,11,46,101,77
199,276,6.016580464727525,10.711223540185655,202,6,22,55,71,48
200,128,7.3342748007516025,10.46834001597642,244,59,62,59,41,23
201,488,7.807942043893021,11.672587265305857,147,48,3,0,6,90
202,19,8.242565161791415,4.440480613843449,301,23,80,101,67,30
203,545,5.535993368187801,0.6448942648359896,107,15,31,21,22,18
204,317,6.976548623668161,11.473564871465957,203,5,26,61,69,42
205,431,3.56753381106142,4.565265662918571,176,43,79,44,9,1
206,618,1.7527672487860224,9.233467892588475,111,0,8,23,37,43
207,27,0.02621943732542542,13.518694508362765,271,121,10,7,15,118
208,60,3.8508597051454707,9.86064907091035,293,49,4,3,21,216
209,114,8.417515429717845,8.801251542177482,228,91,5,4,12,116
210,375,2.9240785434909853,14.574480839916726,185,31,50,65,28,11
211,376,6.501541043827311,4.8848868517221895,190,44,26,51,38,31
212,29,9.200635160069083,13.85839268445721,280,46,59,86,55,34
213,878,5.203729467286374,6.343503265492332,39,24,3,2,0,10
214,668,7.133947716845776,4.819082951626262,120,2,22,39,38,19
215,122,3.5167191383226983,3.6261858724961233,252,3,25,57,98,69
216,296,8.02171111758895,13.468339662459297,224,106,13,8,11,86
217,896,9.006261129236993,7.461744049198694,33,10,3,10,8,2
218,814,9.613351223668221,8.045062738611472,60,3,13,20,18,6
219,707,9.971990918892063,6.88411175577953,98,29,28,26,12,3
220,573,8.042930177306802,0.47070269396302544,115,2,28,53,26,6
221,767,5.651903163874529,8.4794674858339,60,13,11,12,16,8
222,672,2.121855283033325,9.212597465401258,98,20,45,27,5,1
223,51,0.5620325967586914,8.134837557967856,276,242,20,4,0,10
224,608,7.746784869090173,7.847273308472472,147,21,2,0,4,120
225,351,5.217273648951856,3.035403187159766,196,31,50,62,33,20
226,270,1.2164287342983093,3.091621145895295,214,1,17,63,67,66
227,635,3.4234444814307343,12.302002685648624,120,7,31,43,31,8
228,480,4.087972279633827,9.044625912648662,154,28,2,1,13,110
229,825,0.8028370731296341,13.552386571360335,58,8,14,15,8,13
230,161,6.087215656709711,13.722108524740499,265,59,87,65,32,22
231,177,4.049004424569419,9.36514548633953,228,36,64,79,42,7
232,222,3.787596894075005,4.688589463652348,219,4,14,47,81,73
233,392,8.788504667403966,7.758606662854805,197,6,39,55,57,40
234,330,6.572929561195705,5.607060313193723,195,7,36,56,63,33
235,43,1.4258051683658646,5.649631540938483,298,73,129,71,20,5
236,793,8.019416248401084,2.687757400822462,73,5,17,28,19,4
237,510,9.520777485019087,1.049618357000185,144,0,8,35,61,40
238,76,7.6037342148937395,12.174523367006127,276,33,75,107,51,10
239,805,5.868189726554958,0.1859843962845864,55,17,14,16,6,2
240,862,1.4231346509317988,1.2566057019439292,43,1,14,14,13,1
241,294,6.313694217721171,5.272564341273173,208,46,49,32,48,33
242,880,3.9442451171377844,8.88085978632848,51,4,9,17,13,8
243,882,7.5977583680338165,6.462157004394523,30,4,5,5,4,12
244,328,5.282346503476606,14.821289648675481,196,40,39,43,42,32
245,500,5.918232544907935,10.606332971161006,138,15,26,32,38,27
246,539,5.958147711396507,14.212646899365316,158,18,47,56,28,9
247,166,8.793608484079025,5.931329534292616,251,12,35,74,78,52
248,761,3.7388159451445713,7.395934881977645,67,2,3,20,21,21
249,294,5.749988639857548,5.107547176557842,211,39,42,37,46,47
250,332,9.679027812516154,2.5276158633319734,206,4,11,55,74,62
251,39,4.82957266574839,9.282209508116722,269,83,98,66,21,1
252,338,4.052718953705412,5.5376999367604505,208,41,42,42,41,42
253,344,8.503919255328524,7.634363420437228,180,27,43,52,33,25
254,50,6.477190813757515,2.9456187265030493,288,52,62,56,64,54
255,338,6.312176208126799,13.465378118258371,195,9,43,76,45,22
256,20,2.416479247275082,3.7365551554947665,280,45,56,69,62,48
257,346,6.106547874098604,3.9790754376439494,184,3,12,35,67,67
258,446,4.949816872661854,0.6555241520639948,153,6,46,62,29,10
259,82,4.524481082272171,12.55246297859585,269,236,15,5,1,12
260,142,5.671308195044742,6.330198275246149,268,55,64,53,48,48
261,488,7.380634828235842,10.135744055288917,166,130,8,2,3,23
262,62,1.1210600912374946,14.895458010501706,275,70,7,8,11,179
263,605,4.239437662910225,6.110332157411805,129,31,40,31,17,10
264,841,4.535320431646957,0.589650684292059,51,3,4,18,13,13
265,603,2.201647525066522,5.680787482449933,106,8,26,38,27,7
266,659,1.3350644865139027,13.729456641744187,102,11,1,2,7,81
267,102,4.72558234643072,4.118912151210681,282,115,9,6,10,142
268,600,1.8832348203994231,7.437002564073569,131,44,45,27,14,1
269,689,7.454462560924723,14.622999546240505,101,30,33,29,8,1
270,895,6.74853161096944,5.65964661139741,31,0,2,8,15,6
271,637,0.9046679838038951,0.6543371596090264,114,14,26,25,27,22
272,813,0.6924659200324657,10.170297586167502,65,21,3,2,3,36
273,843,7.453063625277078,14.76934119500599,45,6,9,15,7,8
274,896,3.396578159905308,13.122505945226132,30,3,7,8,8,4
275,682,7.290227981130144,8.805071180214236,101,26,36,30,9,0
276,887,0.7554583964337525,2.4765107080490445,34,3,6,6,11,8
277,636,3.6490946516356324,11.692336076776787,114,23,26,19,25,21
278,59,2.9938701280431577,14.237205608721831,286,32,63,88,69,34
279,367,1.3677041606350315,8.183803588795461,179,14,53,65,42,5
280,125,8.45404275266631,11.2106620145332,284,14,49,99,79,43
281,112,9.313136287882859,9.276815861012837,245,164,20,3,5,53
282,236,6.5843084997416845,0.3406809966664287,248,66,94,68,19,1
283,824,6.467344966341444,7.3040367112699505,48,14,14,15,3,2
284,15,6.613192321872903,0.7326258067516189,295,61,61,54,63,56
285,661,6.029566777614857,12.444956479917831,119,30,6,2,5,76
286,615,5.141605440999727,1.089552447447888,120,50,8,3,4,55
287,78,7.336003153219053,10.410324190846161,260,22,2,9,16,211
288,702,0.7923033535304635,5.270147244652625,86,6,17,36,25,2
289,619,2.1577234002074563,5.971576450643175,111,19,21,22,28,21
290,843,1.966204149461518,3.9449914968696786,46,0,0,1,3,42
291,706,3.9017993404177806,5.839664075708474,82,17,26,20,15,4
292,716,9.079321636262081,11.331303536768537,93,19,16,9,24,25
293,772,4.262556779890607,7.183021782461345,76,23,11,9,15,18
294,588,5.237489301205423,8.038773629663007,131,35,25,26,25,20
295,61,0.30438195851604677,0.38960200932080913,283,0,19,88,102,74
296,529,3.2773995294335077,14.203382867184759,143,123,6,3,2,9
297,30,0.18018504070887564,10.771997508420757,282,17,49,88,87,41
298,283,9.034774592732447,13.969933034025193,213,42,40,43,41,47
299,717,1.4125863209066059,11.45825570896254,71,2,7,26,24,12
300,842,5.663081298552041,12.774374709121487,49,9,9,11,8,12
301,542,9.519068721317792,9.971001964215455,119,61,5,4,4,45
302,895,0.9282775478737404,10.598990523391182,33,1,4,8,6,14
303,828,6.110372520303433,14.263717068502988,56,3,5,11,18,19
304,69,6.309871843968843,4.248730683665252,295,67,54,65,50,59
305,609,5.6020154974137935,9.695077781805233,104,11,0,3,8,82
306,276,0.0826209873188366,5.814774370120594,229,64,97,47,21,0
307,707,3.530330633311085,12.391641474478146,80,16,17,16,17,14
308,409,5.388501071524534,5.80421798170276,179,9,40,79,39,12
309,245,6.032279002952791,6.017226018182388,235,49,77,57,31,21
310,163,5.143253661162666,3.234643384670462,232,42,47,51,44,48
311,443,2.42961678394383,0.9949892415239153,167,7,41,63,45,11
312,845,7.318527203503384,4.466946163811495,46,31,4,0,0,11
313,602,2.6161426125731193,0.8125450759382874,120,107,9,3,0,1
314,253,4.865633561788396,12.74442291248531,238,18,62,85,59,14
315,136,2.7196537283340882,4.077332508201412,259,114,5,6,8,126
316,257,0.7698156726510041,8.670667978671606,212,68,71,53,19,1
317,93,4.332870127996871,1.920197700740665,268,18,0,5,19,226
318,7,4.620720351007814,9.996334415470685,282,57,58,49,60,58
319,175,5.964676620427726,5.315088713680065,254,75,9,5,8,157
320,403,9.551131518699528,12.496913120712732,183,38,44,29,43,29
321,420,3.0587517626438663,14.609414045723817,176,38,50,52,24,12
322,262,9.132535415085558,9.475887043493673,214,19,49,64,46,36
323,667,5.436565903138626,8.15485060892686,84,18,18,11,19,18
324,379,5.567667418198015,13.310933464617966,195,23,52,70,40,10
325,807,5.335777672096219,13.394377739749014,56,25,1,0,3,27
326,755,3.134210251124261,9.272266107986177,65,12,18,14,8,13
327,794,5.724445369070872,11.174148809226631,72,14,14,18,12,14
328,601,4.384810036950174,7.957286362414301,112,5,21,34,39,13
329,597,2.631779431424289,1.032355586981431,122,3,1,3,10,105
330,400,1.8120612641738731,14.45670131670399,189,34,41,35,52,27
331,640,1.0345649280288782,5.129935328376981,105,93,6,0,0,6
332,599,8.698228182370478,2.3627738508320606,128,2,3,37,50,36
333,525,9.011561510909784,10.675401249015932,138,21,28,35,26,28
334,95,4.107039163470857,6.010660172329229,261,5,15,77,99,65
335,576,3.6467786900367405,13.210313836698864,129,8,1,1,12,107
336,867,6.120224231717418,1.4022854470284245,42,2,12,10,13,5
337,553,7.557176640970317,5.377611952566604,148,0,0,0,10,138
338,300,2.802151867071454,0.6875218784613085,198,44,40,40,35,39
339,411,7.568416228395918,13.467421734599013,153,12,26,42,45,28
340,677,3.4786022912001338,4.402336258331911,90,8,20,30,27,5
341,394,9.028273260648652,5.302037224373818,183,57,3,2,13,108
342,189,2.0754778106265412,13.163508899286532,255,66,5,6,17,161
343,663,6.828965324844959,13.404128303406047,105,27,42,21,11,4
344,81,9.497632668867075,1.932736441312917,238,0,19,65,82,72
345,825,3.822947954790984,8.717407461159503,50,14,11,8,11,6
346,403,2.2467963181094177,7.353213100437061,183,18,39,76,36,14
347,321,8.14076813874274,11.811027317233446,202,33,33,41,41,54
348,132,3.429596189117917,9.48412142243381,240,4,24,59,82,71
349,852,8.024616976125998,14.399295728337803,41,27,2,2,1,9
350,182,0.5980011558140186,7.232139740716546,242,5,18,68,84,67
351,297,5.912484657150651,8.339914196992611,219,30,40,51,64,34
352,793,2.6021719224957773,0.17837177424451178,50,38,5,2,1,4
353,52,0.3400774713721333,2.179909920713621,287,93,96,70,22,6
354,506,9.89334007889875,5.074389187908027,146,38,30,27,23,28
355,881,4.753932298674809,11.40840380933483,37,0,1,2,4,30
356,793,3.296679476861022,12.881671418913665,61,15,31,11,4,0
357,216,6.5406680306792575,6.697328621289502,225,36,48,49,40,52
358,554,4.205959160735411,10.635997481995592,133,6,16,29,49,33
359,640,6.037734984862256,0.2977609384198504,105,59,9,3,2,32
360,437,8.784700727824928,7.811906715863535,180,40,44,62,27,7
361,629,0.4505193010253228,7.768543438519553,116,2,6,27,42,39
362,694,6.12102984429664,3.2629169557509865,90,37,2,0,5,46
363,281,1.2680139679075908,2.2948701727215575,187,49,31,34,34,39
364,870,0.7103323888330315,8.097057404637024,46,26,1,2,1,16
365,846,0.48266701458959504,2.1580650616897596,44,0,4,11,15,14
366,450,0.9029480080208718,10.834669583124482,175,38,57,41,21,18
367,281,0.7013996036409242,4.0627521323764455,209,3,16,48,71,71
368,655,9.287420256025785,0.6112760281288665,106,20,24,23,19,20
369,352,9.325721387314637,0.5461348432551433,185,3,0,4,10,168
370,575,3.624157695671013,0.8803398238847432,118,15,0,4,8,91
371,886,2.1967146164975637,10.590121571038324,38,0,3,10,11,14
372,786,0.03720745957625726,5.579667768080872,67,17,15,10,12,13
373,729,9.543230380132034,9.564077363368597,71,13,17,15,18,8
374,97,6.36701384163705,2.2259078062327875,253,54,88,78,26,7
375,370,4.245934740071844,11.366510035006687,188,12,50,69,45,12
376,634,2.5876319285423985,1.7572523779905325,113,18,30,28,11,26
377,409,6.024881622036448,10.122247755347292,186,59,1,3,12,111
378,275,5.466263261055603,1.6362898208763976,230,47,75,61,39,8
379,391,2.078753988376393,3.0831614699522243,194,37,36,47,41,33
380,213,8.189852093881196,13.93383466843412,242,57,80,53,33,19
381,53,1.3726297073897509,2.949737967391835,268,2,19,63,100,84
382,200,3.728867940318078,1.1791587059854103,254,235,16,3,0,0
383,308,9.651411652039398,2.806519776670094,213,0,15,63,77,58
384,418,0.38016568061644107,6.029462496107564,176,40,32,38,37,29
385,193,5.463972546819637,4.8420256580316305,220,70,2,3,13,132
386,188,1.4892101238868871,10.779697892826029,237,58,45,43,44,47
387,190,1.3353790886252825,6.193215795496135,237,44,42,47,45,59
388,114,3.1605638007567327,2.8541361402019487,255,49,49,57,52,48
389,36,3.1399352758877463,7.222160378268521,306,71,100,84,41,10
390,262,7.061942037250761,14.607814221701283,247,10,60,84,68,25
391,782,0.025973233872131907,11.81671895734223,66,18,13,15,8,12
392,134,1.0716111781819848,14.8380231474222,257,158,7,6,5,81
393,238,6.562321535653575,8.671228026662533,252,59,4,5,17,167
394,124,9.9292036263849,10.407979727459692,277,67,85,67,36,22
395,869,8.476572769809351,9.868230123160993,35,4,6,13,6,6
396,17,5.141972856861679,9.109019866587845,300,25,66,82,81,46
397,624,7.112072782297856,10.261681634836656,105,79,6,2,1,17
398,710,1.9684244753857216,12.940245040410215,85,20,2,3,5,55
399,687,2.084857042521434,9.305351601253326,102,21,2,2,6,71
400,813,3.205455239579348,8.914844882504505,57,34,3,1,2,17
401,486,3.062871916521238,1.4765863064561124,155,47,66,30,10,2
402,324,7.332621663536717,14.966828857869418,206,7,27,59,72,41
403,469,8.639657504924838,10.065403437399132,160,4,35,47,55,19
404,325,8.165257844196558,8.768234215591347,214,35,47,55,49,28
405,487,9.427264631411562,7.0746778130618715,149,33,33,27,30,26
406,678,4.919392789272345,4.012219898214447,98,21,17,21,17,22
407,509,6.847942989243112,13.902609127045329,149,94,9,3,4,39
408,182,0.445107504574096,11.797584168876392,215,43,69,32,39,32
409,728,8.08103029985223,7.2077340138782695,80,7,23,36,9,5
410,781,8.908292362038697,10.783007261846954,65,12,16,20,10,7
411,827,3.308301891590278,4.332578066359151,56,6,0,1,6,43
412,383,0.5495833218647694,3.8409705638424754,192,52,71,48,20,1
413,61,2.4683005284378257,2.6017300051267696,316,1,28,86,108,93
414,260,0.5610489565331822,2.8338612046960994,209,16,45,84,46,18
415,361,7.288022030816692,1.6000275083246733,186,47,70,58,10,1
416,432,0.25644736705060067,14.475433955130052,179,27,43,48,33,28
417,697,6.189080158660397,4.41178936328516,92,16,32,26,17,1
418,521,5.787827996833076,8.966176459874106,149,4,30,50,44,21
419,310,2.544981070398494,0.12784520651741071,195,16,53,69,44,13
420,881,8.559249032870401,2.095406760628937,42,15,14,10,2,1
421,835,0.051855724975103934,4.408436982392842,50,2,2,15,25,6
422,27,3.7047136309387274,10.981240221835803,283,58,74,53,37,61
423,765,6.29736758657419,13.24094775916162,74,66,6,2,0,0
424,431,1.0784272627897595,5.640835199548696,170,54,58,36,18,4
425,464,3.371586746372145,4.799633975470269,165,12,46,53,39,15
